ID,SampleID,ArticleID,Reference, YearPub,PubStatus  (0=published; 1=unpublished),StudyDesign (1=correlational; 2=experiment),WorkSetting (0=student; 1=work),CMV/same-source effect (0=no CMV; 1=CMV),PM.Construct,PM.Measure,PM.Autonomy (1=discretionary; 2=obligatory; 3=unclear),PM.Generality (1=global; 2=contextual; 3=situational; 4=unclear),note.generality,Ipsative (0=normative measure; 1=ipsative measure),DV,DV.Dimension (wb=well-being; pb=prosocial behavior; perf=job performance; career=career success),WB.Generality (1=others; 2=situational),PB.Type (1=affliative; 2=challenging),DV.Objectivity (1=objective; 2=subjective),N,Pct.Female,Country,Individualism.con,Individualistic.bin (1=individualistic culture; 0=collectivist culture),ES_uncorrected,Rxx,Ryy,ES_corrected
76,41,30,"Rioux, S. M., & Penner, L. A. (2001). The causes of organizational citizenship behavior: a motivational analysis. Journal of applied Psychology, 86(6), 1306.",2001,0,1,1,0,prosocial motives,Rioux and Penner’s (2001),1,3,,0,courtesy,pb,,1,2,130,0.39,US,91,1,0.08,0.88,0.76,0.097823198
77,41,30,"Rioux, S. M., & Penner, L. A. (2001). The causes of organizational citizenship behavior: a motivational analysis. Journal of applied Psychology, 86(6), 1306.",2001,0,1,1,0,prosocial motives,Rioux and Penner’s (2001),1,3,,0,sportsmanship,pb,,1,2,130,0.39,US,91,1,0.11,0.88,0.78,0.132771251
78,41,30,"Rioux, S. M., & Penner, L. A. (2001). The causes of organizational citizenship behavior: a motivational analysis. Journal of applied Psychology, 86(6), 1306.",2001,0,1,1,1,prosocial motives,Rioux and Penner’s (2001),1,3,,0,altruism,pb,,1,2,130,0.39,US,91,1,0.44,0.88,0.845,0.510249968
79,41,30,"Rioux, S. M., & Penner, L. A. (2001). The causes of organizational citizenship behavior: a motivational analysis. Journal of applied Psychology, 86(6), 1306.",2001,0,1,1,1,prosocial motives,Rioux and Penner’s (2001),1,3,,0,conscientiousness,pb,,1,2,130,0.39,US,91,1,0.13,0.88,0.845,0.150755672
80,41,30,"Rioux, S. M., & Penner, L. A. (2001). The causes of organizational citizenship behavior: a motivational analysis. Journal of applied Psychology, 86(6), 1306.",2001,0,1,1,1,prosocial motives,Rioux and Penner’s (2001),1,3,,0,civil virtue,pb,,1,2,130,0.39,US,91,1,0.27,0.88,0.845,0.313107935
81,41,30,"Rioux, S. M., & Penner, L. A. (2001). The causes of organizational citizenship behavior: a motivational analysis. Journal of applied Psychology, 86(6), 1306.",2001,0,1,1,1,prosocial motives,Rioux and Penner’s (2001),1,3,,0,courtesy,pb,,1,2,130,0.39,US,91,1,0.43,0.88,0.845,0.498653378
82,41,30,"Rioux, S. M., & Penner, L. A. (2001). The causes of organizational citizenship behavior: a motivational analysis. Journal of applied Psychology, 86(6), 1306.",2001,0,1,1,1,prosocial motives,Rioux and Penner’s (2001),1,3,,0,sportsmanship,pb,,1,2,130,0.39,US,91,1,0.03,0.88,0.845,0.034789771
83,41,30,"Rioux, S. M., & Penner, L. A. (2001). The causes of organizational citizenship behavior: a motivational analysis. Journal of applied Psychology, 86(6), 1306.",2001,0,1,1,0,prosocial motives,Rioux and Penner’s (2001),1,3,,0,altruism,pb,,1,2,130,0.39,US,91,1,0.21,0.88,0.845,0.243528394
84,41,30,"Rioux, S. M., & Penner, L. A. (2001). The causes of organizational citizenship behavior: a motivational analysis. Journal of applied Psychology, 86(6), 1306.",2001,0,1,1,0,prosocial motives,Rioux and Penner’s (2001),1,3,,0,conscientiousness,pb,,1,2,130,0.39,US,91,1,0.16,0.88,0.845,0.185545443
85,41,30,"Rioux, S. M., & Penner, L. A. (2001). The causes of organizational citizenship behavior: a motivational analysis. Journal of applied Psychology, 86(6), 1306.",2001,0,1,1,0,prosocial motives,Rioux and Penner’s (2001),1,3,,0,civil virtue,pb,,1,2,130,0.39,US,91,1,0.17,0.88,0.845,0.197142033
86,41,30,"Rioux, S. M., & Penner, L. A. (2001). The causes of organizational citizenship behavior: a motivational analysis. Journal of applied Psychology, 86(6), 1306.",2001,0,1,1,0,prosocial motives,Rioux and Penner’s (2001),1,3,,0,sportsmanship,pb,,1,2,130,0.39,US,91,1,0.14,0.88,0.845,0.162352262
87,42,31,"Nauta, A., De Dreu, C. K., & Van Der Vaart, T. (2002). Social value orientation, organizational goal concerns and interdepartmental problem_solving behavior. Journal of Organizational Behavior: The International Journal of Industrial, Occupational and Organizational Psychology and Behavior, 23(2), 199-213.",2002,0,1,1,1,prosocial value orientation,Decomposed games,3,1,,1,problem sovling (prosocial behavior) towards collegues,pb,,1,2,142,0.27,Netherland,80,1,0.25,0.93,0.83,0.284550589
88,43,32,"Finkelstein, M. A., & Penner, L. A. (2004). Predicting organizational citizenship behavior: Integrating the functional and role identity approaches. Social Behavior and Personality: an international journal, 32(4), 383-398.",2004,0,1,1,1,prosocial motives,Rioux and Penner’s (2001),1,3,,0,OCB,pb,,1,2,225,0.748,US,91,1,0.5,0.88,0.87,0.571437901
89,44,33,"Finkelstein, M. A., Penner, L. A., & Brannick, M. T. (2005). Motive, role identity, and prosocial personality as predictors of volunteer activity. Social Behavior and Personality: an international journal, 33(4), 403-418.",2005,0,1,1,1,volunteer motives_values,Volunteer Function Inventory (VFI) ,1,3,,0,length of service (prosocial behavior),pb,,1,1,299,0.804,US,91,1,0.09,0.69,1,0.108347268
90,44,33,"Finkelstein, M. A., Penner, L. A., & Brannick, M. T. (2005). Motive, role identity, and prosocial personality as predictors of volunteer activity. Social Behavior and Personality: an international journal, 33(4), 403-418.",2005,0,1,1,1,volunteer motives_values,Volunteer Function Inventory (VFI) ,1,3,,0,time spent (prosocial behavior),pb,,1,1,299,0.804,US,91,1,0.06,0.69,1,0.072231512
91,44,33,"Finkelstein, M. A., Penner, L. A., & Brannick, M. T. (2005). Motive, role identity, and prosocial personality as predictors of volunteer activity. Social Behavior and Personality: an international journal, 33(4), 403-418.",2005,0,1,1,1,volunteer motives_values,Volunteer Function Inventory (VFI) ,1,3,,0,volunteer satisafaction,wb,2,,2,299,0.804,US,91,1,0.26,0.69,0.65,0.388232711
92,45,34,"Finkelstein, M. A. (2006). Dispositional predictors of organizational citizenship behavior: Motives, motive fulfillment, and role identity. Social Behavior and Personality: an international journal, 34(6), 603-616.",2006,0,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBO,pb,,1,2,188,0.43,US,91,1,0.46,0.88,0.85,0.531871884
93,45,34,"Finkelstein, M. A. (2006). Dispositional predictors of organizational citizenship behavior: Motives, motive fulfillment, and role identity. Social Behavior and Personality: an international journal, 34(6), 603-616.",2006,0,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBI,pb,,1,2,188,0.43,US,91,1,0.55,0.88,0.78,0.663856256
94,45,34,"Finkelstein, M. A. (2006). Dispositional predictors of organizational citizenship behavior: Motives, motive fulfillment, and role identity. Social Behavior and Personality: an international journal, 34(6), 603-616.",2006,0,1,1,1,OCB role identity,Finkelstein & Penner (2004) ,1,3,,0,OCBO,pb,,1,2,188,0.43,US,91,1,0.43,0.88,0.85,0.497184587
95,45,34,"Finkelstein, M. A. (2006). Dispositional predictors of organizational citizenship behavior: Motives, motive fulfillment, and role identity. Social Behavior and Personality: an international journal, 34(6), 603-616.",2006,0,1,1,1,OCB role identity,Finkelstein & Penner (2004) ,1,3,,0,OCBI,pb,,1,2,188,0.43,US,91,1,0.35,0.88,0.78,0.422453981
96,46,35,"Pandey, S. K., Wright, B. E., & Moynihan, D. P. (2008). Public service motivation and interpersonal citizenship behavior in public organizations: Testing a preliminary model. International Public Management Journal, 11(1), 89-108.",2008,0,1,1,1,public service motivation,Perry (1996),3,1,,0,OCBI,pb,,1,2,173,0.66,US,91,1,0.33,0.74,0.77,0.437172381
97,46,35,"Pandey, S. K., Wright, B. E., & Moynihan, D. P. (2008). Public service motivation and interpersonal citizenship behavior in public organizations: Testing a preliminary model. International Public Management Journal, 11(1), 89-108.",2008,0,1,1,1,public service motivation,Perry (1996),3,1,,0,organizational commitment,wb,2,,2,173,0.66,US,91,1,0.32,0.74,0.76,0.426704598
98,47,36,"Hoon, H., & Tan, T. M. L. (2008). Organizational citizenship behavior and social loafing: The role of personality, motives, and contextual factors. The Journal of psychology, 142(1), 89-108.",2008,0,1,0,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBI,pb,,1,2,341,0.457,Singapore,20,0,0.46,0.89,0.81,0.541776694
99,47,36,"Hoon, H., & Tan, T. M. L. (2008). Organizational citizenship behavior and social loafing: The role of personality, motives, and contextual factors. The Journal of psychology, 142(1), 89-108.",2008,0,1,0,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBO,pb,,1,2,341,0.457,Singapore,20,0,0.23,0.89,0.64,0.304749391
100,48,37,"Bowler, W. M., Halbesleben, J. R., Stodnick, M., Seevers, M. T., & Little, L. M. (2009). The moderating effect of communication network centrality on motive to perform interpersonal citizenship. Journal of Managerial Issues, 80-96.",2009,0,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBI,pb,,1,2,141,0.14,US,91,1,0.17,0.92,0.845,0.192808712
101,49,38,"Ariani, D. W. (2016). Social Capital Moderating Roles towards Relationship of Motoves, Personality and Organizational Citizenship Behavior: Cases in Indonesian Banking Industry. The South East Asian Journal of Management, 161-184.",2016,0,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBI_self rated,pb,,1,2,636,,Indonesia,14,0,0.379,0.9233,0.764,0.45125405
102,49,38,"Ariani, D. W. (2016). Social Capital Moderating Roles towards Relationship of Motoves, Personality and Organizational Citizenship Behavior: Cases in Indonesian Banking Industry. The South East Asian Journal of Management, 161-184.",2016,0,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBI_other rated,pb,,1,2,636,,Indonesia,14,0,0.103,0.9233,0.8487,0.116355979
103,49,38,"Ariani, D. W. (2016). Social Capital Moderating Roles towards Relationship of Motoves, Personality and Organizational Citizenship Behavior: Cases in Indonesian Banking Industry. The South East Asian Journal of Management, 161-184.",2016,0,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBO_self rated,pb,,1,2,636,,Indonesia,14,0,0.325,0.9233,0.7717,0.385023904
104,49,38,"Ariani, D. W. (2016). Social Capital Moderating Roles towards Relationship of Motoves, Personality and Organizational Citizenship Behavior: Cases in Indonesian Banking Industry. The South East Asian Journal of Management, 161-184.",2016,0,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBO_other rated,pb,,1,2,636,,Indonesia,14,0,0.176,0.9233,0.8291,0.201158224
105,50,39,"Finkelstein, M. A. (2012). Individualism/collectivism and organizational citizenship behavior: An integrative framework. Social Behavior and Personality: an international journal, 40(10), 1633-1643.",2012,0,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBO,pb,,1,2,89,0.8315,US,91,1,0.35,0.88,0.86,0.402325429
106,50,39,"Finkelstein, M. A. (2012). Individualism/collectivism and organizational citizenship behavior: An integrative framework. Social Behavior and Personality: an international journal, 40(10), 1633-1643.",2012,0,1,1,1,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBI,pb,,1,2,89,0.8315,US,91,1,0.67,0.88,0.82,0.788726696
107,50,39,"Finkelstein, M. A. (2012). Individualism/collectivism and organizational citizenship behavior: An integrative framework. Social Behavior and Personality: an international journal, 40(10), 1633-1643.",2012,0,1,1,1,OCBO role identity,Finkelstein & Penner (2004) ,1,3,,0,OCBO,pb,,1,2,89,0.8315,US,91,1,0.74,0.76,0.86,0.915325788
108,50,39,"Finkelstein, M. A. (2012). Individualism/collectivism and organizational citizenship behavior: An integrative framework. Social Behavior and Personality: an international journal, 40(10), 1633-1643.",2012,0,1,1,1,OCBO role identity,Finkelstein & Penner (2004) ,1,3,,0,OCBI,pb,,1,2,89,0.8315,US,91,1,0.38,0.76,0.82,0.481359862
109,50,39,"Finkelstein, M. A. (2012). Individualism/collectivism and organizational citizenship behavior: An integrative framework. Social Behavior and Personality: an international journal, 40(10), 1633-1643.",2012,0,1,1,1,OCBI role identity,Finkelstein & Penner (2004) ,1,3,,0,OCBO,pb,,1,2,89,0.8315,US,91,1,0.48,0.7,0.86,0.618647115
110,50,39,"Finkelstein, M. A. (2012). Individualism/collectivism and organizational citizenship behavior: An integrative framework. Social Behavior and Personality: an international journal, 40(10), 1633-1643.",2012,0,1,1,1,OCBI role identity,Finkelstein & Penner (2004) ,1,3,,0,OCBI,pb,,1,2,89,0.8315,US,91,1,0.58,0.7,0.82,0.765547332
111,51,40,"Whiting, S. W., Maynes, T. D., Podsakoff, N. P., & Podsakoff, P. M. (2012). Effects of message, source, and context on evaluations of employee voice behavior. Journal of Applied Psychology, 97(1), 159.",2012,0,2,0,1,prosocial motives_other attributed,Grant (2008),1,3,,0,performance,perf,,,2,292,0.315,US,91,1,0.69,0.87,0.93,0.767092948
112,52,40,"Whiting, S. W., Maynes, T. D., Podsakoff, N. P., & Podsakoff, P. M. (2012). Effects of message, source, and context on evaluations of employee voice behavior. Journal of Applied Psychology, 97(1), 159.",2012,0,2,0,1,prosocial motives_other attributed,Grant (2008),1,3,,0,performance,perf,,,2,253,0.356,US,91,1,0.66,0.88,0.92,0.73351447
113,53,40,"Whiting, S. W., Maynes, T. D., Podsakoff, N. P., & Podsakoff, P. M. (2012). Effects of message, source, and context on evaluations of employee voice behavior. Journal of Applied Psychology, 97(1), 159.",2012,0,2,0,1,prosocial motives_other attributed,Grant (2008),1,3,,0,performance,perf,,,2,428,0.368,US,91,1,0.65,0.89,0.93,0.714458289
114,54,41,"De León, M. C. D., & Finkelstein, M. A. (2011). Individualism/collectivism and organizational citizenship behavior. Psicothema, 23(3), 401-406.",2011,0,1,1,1,prosocial values,Finkelstein & Penner (2004) ,1,3,,0,OCBO,pb,,1,2,367,0.611,Spain,51,1,0.34,0.88,0.9,0.382046589
115,54,41,"De León, M. C. D., & Finkelstein, M. A. (2011). Individualism/collectivism and organizational citizenship behavior. Psicothema, 23(3), 401-406.",2011,0,1,1,1,prosocial values,Finkelstein & Penner (2004) ,1,3,,0,OCBI,pb,,1,2,367,0.611,Spain,51,1,0.67,0.88,0.84,0.779280526
116,54,41,"De León, M. C. D., & Finkelstein, M. A. (2011). Individualism/collectivism and organizational citizenship behavior. Psicothema, 23(3), 401-406.",2011,0,1,1,1,OCBO role identity,Finkelstein & Penner (2004) ,1,3,,0,OCBO,pb,,1,2,367,0.611,Spain,51,1,0.64,0.72,0.9,0.795046392
117,54,41,"De León, M. C. D., & Finkelstein, M. A. (2011). Individualism/collectivism and organizational citizenship behavior. Psicothema, 23(3), 401-406.",2011,0,1,1,1,OCBO role identity,Finkelstein & Penner (2004) ,1,3,,0,OCBI,pb,,1,2,367,0.611,Spain,51,1,0.28,0.72,0.84,0.36004115
118,54,41,"De León, M. C. D., & Finkelstein, M. A. (2011). Individualism/collectivism and organizational citizenship behavior. Psicothema, 23(3), 401-406.",2011,0,1,1,1,OCBI role identity,Finkelstein & Penner (2004) ,1,3,,0,OCBO,pb,,1,2,367,0.611,Spain,51,1,0.34,0.65,0.9,0.444529906
119,54,41,"De León, M. C. D., & Finkelstein, M. A. (2011). Individualism/collectivism and organizational citizenship behavior. Psicothema, 23(3), 401-406.",2011,0,1,1,1,OCBI role identity,Finkelstein & Penner (2004) ,1,3,,0,OCBI,pb,,1,2,367,0.611,Spain,51,1,0.53,0.65,0.84,0.71726485
120,55,42,"Bourdage, J. S., Lee, K., Lee, J. H., & Shin, K. H. (2012). Motives for organizational citizenship behavior: Personality correlates and coworker ratings of OCB. Human Performance, 25(3), 179-200.",2012,0,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBI,pb,,1,2,262,0.6,SK,18,0,0.12,0.62,0.93,0.158031596
121,55,42,"Bourdage, J. S., Lee, K., Lee, J. H., & Shin, K. H. (2012). Motives for organizational citizenship behavior: Personality correlates and coworker ratings of OCB. Human Performance, 25(3), 179-200.",2012,0,1,1,0,prosocial values,Rioux and Penner’s (2001),1,3,,0,OCBO,pb,,1,2,262,0.6,SK,18,0,0.15,0.62,0.93,0.197539495
122,56,43,"Kjeldsen, A. M., & Andersen, L. B. (2013). How Pro_social Motivation Affects Job Satisfaction: An International Analysis of Countries with Different Welfare State Regimes. Scandinavian Political Studies, 36(2), 153-176.",2013,0,1,1,1,prosocial motivation_society,Kjeldsen & Andersen (2013),1,2,,0,job satisafaction,wb,2,,2,12042,0.52,14 countries,,1,0.076,0.73,0.843,0.096880947
123,56,43,"Kjeldsen, A. M., & Andersen, L. B. (2013). How Pro_social Motivation Affects Job Satisfaction: An International Analysis of Countries with Different Welfare State Regimes. Scandinavian Political Studies, 36(2), 153-176.",2013,0,1,1,1,prosocial motivation_others,Kjeldsen & Andersen (2013),1,2,,0,job satisafaction,wb,2,,2,12056,0.52,14 countries,,1,0.093,0.73,0.843,0.118551685
124,57,44,"Marinova, S. V., Moon, H., & Kamdar, D. (2013). Getting ahead or getting along? The two-facet conceptualization of conscientiousness and leadership emergence. Organization Science, 24(4), 1257-1276.",2013,0,1,1,0,helping role perceptions,"Podsakoff, MacKenzie, Moorman, Fetter (1990) ",2,3,,0,helping behavior,pb,,1,2,249,0.0992,India,48,0,0.63,0.91,0.91,0.692307692
125,57,44,"Marinova, S. V., Moon, H., & Kamdar, D. (2013). Getting ahead or getting along? The two-facet conceptualization of conscientiousness and leadership emergence. Organization Science, 24(4), 1257-1276.",2013,0,1,1,0,helping role perceptions,"Podsakoff, MacKenzie, Moorman, Fetter (1990) ",2,3,,0,leadership emergence,career,,,2,249,0.0992,India,48,0,0.26,0.91,0.91,0.285714286
